1,run,trial,startID,goalID,cue,feedbackType,goalError,pathDistance,shPathError,RT,trialTypeContext,trialTypeNumCon,trialTypeEdgeLen,switchCorrect,trackDirCorrect,locCorrect
HSR18,5,10,11,1,cue4,correct,0.121208102,69.1,-0.121181995,3.44000006,across,3,3,1,1,1
HSR18,6,1,1,12,cue7,correct,1.011231506,65.2,-0.786164596,11.64999986,across,2,3,1,1,1
HSR18,6,2,12,14,cue22,correct,0.075183658,48.7,-0.075212812,1.10999989,within,1,2,1,1,1
HSR18,6,3,14,6,cue20,correct,0.464303441,75.4,0.567614113,0.671,across,3,3,1,1,1
HSR18,6,4,6,9,cue13,correct,0.830076203,42.6,-0.83022949,2.7290001,within,1,2,1,1,1
HSR18,6,5,9,2,cue8,correct,0.513325378,90.4,-0.333585245,10.44000006,across,3,4,1,1,1
HSR18,6,6,2,8,cue18,correct,0.40209437,65.6,0.581968512,3.1960001,across,3,3,1,1,1
HSR18,6,7,8,3,cue15,correct,0.11806882,45.4,0.297826287,3.36999988,across,3,2,1,1,1
HSR18,6,8,3,8,cue18,correct,0.317989969,45.6,0.497826287,0.45000005,across,3,2,1,1,1
HSR18,6,9,8,1,cue4,correct,0.107535929,67.1,-0.107592153,6.7340002,across,2,3,1,1,1
HSR18,6,10,1,4,cue2,correct,0.139713579,42.6,-0.139662073,2.02399993,within,1,2,1,1,1
HSR19,5,1,3,1,cue4,incorrect,19.38722445,117.6,67.04341151,3.153,within,1,2,0,0,0
HSR19,5,2,1,15,cue11,incorrect,20.47850742,95.8,7.005019683,2.2,across,2,4,1,0,0
HSR19,5,3,15,5,cue15,correct,1.046440778,70.65,-1.047143037,3.03,across,3,3,1,1,1
HSR19,5,4,5,2,cue3,correct,1.882233675,46.45,4.717069207,6.79,within,1,2,1,1,1
HSR19,5,5,2,11,cue12,correct,0.083544653,67.8,0.096307066,0.894,across,2,3,1,1,1
HSR19,5,6,11,13,cue6,correct,1.22114722,43.6,1.221575916,1.166,within,1,2,1,1,1
HSR19,5,7,13,10,cue7,incorrect,18.65954238,44.9,-23.5352369,1.72,across,3,3,0,0,0
HSR19,5,8,10,7,cue19,correct,1.518140627,40.8,-1.518138307,2.02,within,1,2,1,1,1
HSR19,5,9,7,10,cue7,tooLong,2.958366516,66.8,24.48186169,1.8,within,1,2,1,0,1
HSR19,5,10,10,4,cue20,correct,1.621624064,45.7,-1.518676928,1.66,across,2,2,1,1,1
HSR19,6,1,4,2,cue3,tooLong,1.804546104,176.7,132.2606956,1.428,within,1,2,0,0,1
HSR19,6,2,2,8,cue18,correct,3.500325433,69.8,3.694344628,6.694,across,3,3,1,1,1
HSR19,6,3,8,3,cue17,tooLong,1.523516517,75.3,36.03678526,1.73,across,3,2,0,0,1
HSR19,6,4,3,9,cue10,tooLong,0.69881341,85.4,20.39844213,4.363,across,3,3,1,1,1
HSR19,6,5,9,6,cue2,tooLong,1.239086717,64.3,17.76040715,6.184,within,1,2,1,0,1
HSR19,6,6,6,12,cue9,correct,2.928885385,54,2.30827995,1.87,across,3,3,1,1,1
HSR19,6,7,12,15,cue11,tooLong,0.979291047,62.5,13.90034021,6.331,within,1,2,1,0,1
HSR19,6,8,15,1,cue4,correct,1.88316304,91.6,1.884119683,1.25,across,3,4,1,1,1
HSR19,6,9,1,11,cue12,tooLong,1.13557993,107.5,42.792438,7.482,across,3,3,0,0,1
HSR19,6,10,11,13,cue6,correct,0.921463335,43.3,0.921575916,1.695,within,1,2,1,1,1
HSR20,5,1,1,11,cue15,correct,2.828045786,71.5,3.73922188,19.102,across,3,3,1,1,1
HSR20,5,2,11,5,cue5,correct,1.198359643,42.8,-1.199289408,7.05200005,across,3,2,1,1,1
HSR20,5,3,5,15,cue21,correct,1.915831419,69.6,2.837387892,10.4000001,across,3,3,1,1,1
HSR20,5,4,15,13,cue10,correct,1.015372279,47.2,1.015899073,6.45000005,within,1,2,1,1,1
HSR20,5,5,13,7,cue12,correct,2.164206669,58.6,4.687734666,3.40400004,across,3,3,1,1,1
HSR20,5,6,7,10,cue14,correct,2.202183259,46.7,2.203199795,7.01399994,within,1,2,1,1,1
HSR20,5,7,10,12,cue20,correct,3.084114499,66.2,-3.084996663,6.31900001,across,2,3,1,1,1
HSR20,5,8,12,6,cue13,correct,0.511234821,56.2,2.394364196,6.36299991,across,2,3,1,1,1
HSR20,5,9,6,8,cue11,correct,1.544847145,43.4,1.546228015,1.88900018,within,1,2,1,1,1
HSR20,5,10,8,14,cue19,correct,0.792413248,54,4.408522867,3.6309998,across,2,2,1,1,1
HSR20,6,1,14,4,cue16,correct,2.068616162,47.4,-2.047277449,2.58299995,across,2,2,1,1,1
HSR20,6,2,4,2,cue9,correct,0.238417408,47.7,-0.238484089,10.79799986,within,1,2,1,1,1
HSR20,6,3,2,9,cue22,tooLong,0.110636425,108,14.59727969,4.89400005,across,2,4,1,1,1
HSR20,6,4,9,3,cue4,correct,0.893360151,68.6,1.073780241,5.31900001,across,3,3,1,1,1
HSR20,6,5,3,1,cue8,correct,2.241466669,45.1,2.242397368,10.63800001,within,1,2,1,1,1
HSR20,6,6,1,11,cue15,correct,2.413885434,71.1,3.33922188,3.04300022,across,3,3,1,1,1
HSR20,6,7,11,5,cue5,correct,0.899016204,43.1,-0.899289408,1.95099998,across,3,2,1,1,1
HSR20,6,8,5,15,cue21,correct,2.215516199,69.9,3.137387892,1.91600013,across,3,3,1,1,1
HSR20,6,9,15,13,cue10,correct,0.61596533,46.8,0.615899073,8.66100002,within,1,2,1,1,1
HSR20,6,10,13,10,cue14,correct,2.190754331,73.9,2.294733007,9.85599994,across,3,3,1,1,1
HSR21,5,1,12,15,cue13,correct,1.000010024,39.6,-0.954507255,3.509,within,1,2,1,1,1
HSR21,5,2,15,1,cue8,tooLong,2.991752941,108.8,23.30982741,18.932,across,3,4,1,1,1
HSR21,5,3,1,11,cue22,incorrect,38.70685003,31.6,-33.32514412,5.527,across,3,3,0,0,1
HSR21,5,4,11,3,cue5,correct,0.712102161,41.2,-0.532919581,13.657,across,2,2,1,1,1
HSR21,5,5,3,5,cue3,correct,1.034257409,42.8,1.03507174,1.338,within,1,2,1,1,1
HSR21,5,6,5,14,cue17,correct,0.84801595,67.4,0.503832198,24.38,across,2,3,1,1,1
HSR21,5,7,14,9,cue15,correct,0.358851248,80.6,4.91113371,5.45,across,2,3,1,1,1
HSR21,5,8,9,4,cue10,correct,1.251912693,67.9,-1.1489344,9.405,across,2,3,1,1,1
HSR21,5,9,4,2,cue6,correct,2.115483721,46.5,-2.116442576,7.539,within,1,2,1,1,1
HSR21,5,10,2,8,cue19,correct,1.353847512,69,-1.175211967,10.865,across,3,3,1,1,1
HSR21,6,1,8,6,cue21,correct,3.800251311,40.6,-3.802175073,2.776,within,1,2,1,1,1
HSR21,6,2,6,13,cue7,tooLong,0.884038694,76.3,31.18530115,6.536,across,3,2,0,0,1
HSR21,6,3,13,10,cue16,tooLong,3.737180184,83.8,15.54092662,5.064,across,3,3,0,0,1
HSR21,6,4,10,7,cue4,correct,0.284453766,50.4,1.715556769,2.581,within,1,2,1,1,1
HSR21,6,5,7,12,cue12,correct,2.383460358,30.1,3.50018807,6.239,across,2,2,1,1,1
HSR21,6,6,12,15,cue13,correct,0.853975664,39.7,-0.854507255,2.626,within,1,2,1,1,1
HSR21,6,7,15,1,cue8,tooLong,2.173290232,111.5,26.00982741,4.449,across,3,4,1,1,1
HSR21,6,8,1,11,cue22,tooLong,1.889795629,88.5,23.57485588,12.717,across,3,3,0,0,1
HSR21,6,9,11,3,cue5,correct,0.112675301,41.8,0.067080419,5.499,across,2,2,1,1,1
HSR21,6,10,3,5,cue3,correct,0.034987019,41.8,0.03507174,3.867,within,1,2,1,1,1
HSR22,5,1,14,12,cue19,correct,0.578378161,42.7,-0.494443851,1.658,within,1,2,1,1,1
HSR22,5,2,12,1,cue18,incorrect,52.82563412,25.2,-41.12462646,66.12699986,across,2,3,0,0,0
HSR22,5,3,1,15,cue22,correct,0.168286056,87.2,0.752579125,14.88100004,across,2,4,1,1,1
HSR22,5,4,15,13,cue6,correct,2.411549958,46.6,-2.41564782,3.97099995,within,1,2,1,1,1
HSR22,5,5,13,5,cue4,correct,0.14167502,44.1,0.141730684,4.34299993,across,2,2,1,1,1
HSR22,5,6,5,11,cue2,correct,0.548434645,42.9,0.372068088,3.52699996,across,3,2,1,1,1
HSR22,5,7,11,10,cue16,tooLong,1.775509348,88.5,35.14317136,1.86399984,across,2,2,1,0,1
HSR22,5,8,10,7,cue11,incorrect,4.126556668,41.7,-4.127900625,1.59599996,within,1,2,1,1,1
HSR22,5,9,7,3,cue10,tooLong,2.161366725,61.7,11.63222082,8.04700017,across,3,3,1,1,1
HSR22,5,10,3,9,cue14,correct,2.005035584,68.6,-1.826157412,3.80900002,across,3,3,1,1,1
HSR22,6,1,9,4,cue17,tooLong,2.335588658,84.3,19.75540389,2.22000003,across,2,3,0,0,1
HSR22,6,2,4,2,cue20,correct,1.110962531,43,-1.111680917,1.80999994,within,1,2,1,1,1
HSR22,6,3,2,8,cue15,correct,2.146948444,64.2,-1.970685953,15.05000019,across,3,3,1,1,1
HSR22,6,4,8,6,cue13,correct,3.515183576,43.8,-3.52755497,5.05099988,within,1,2,1,1,1
HSR22,6,5,6,14,cue8,correct,2.03685246,72.4,-0.960311042,8.60099984,across,3,3,1,1,1
HSR22,6,6,14,12,cue19,correct,0.694354364,42.5,-0.694443851,10.08099985,within,1,2,1,1,1
HSR22,6,7,12,1,cue18,tooLong,0.425491742,76,9.675373542,1.44700003,across,2,3,1,0,1
HSR22,6,8,1,15,cue22,correct,0.66826658,86.7,0.252579125,1.16199995,across,2,4,1,1,1
HSR22,6,9,15,12,cue19,incorrect,4.162027742,42.3,-4.163054208,0.94799995,within,1,2,1,1,1
HSR22,6,10,12,4,cue17,correct,1.719846949,33.4,3.819217256,3.60599994,across,2,2,1,1,1
HSR25,5,1,9,2,cue13,correct,0.980327812,95.85,5.11352432,6.27399992,across,3,4,1,1,1
HSR25,5,2,2,12,cue10,correct,0.809654091,43.65,0.989480381,2.08299995,across,2,2,1,1,1
HSR25,5,3,12,14,cue11,incorrect,25.14702583,0,-40.28186085,3.56099987,within,1,2,0,0,0
HSR25,5,4,14,6,cue2,incorrect,4.185822148,80.45,7.082151335,15.77999997,across,3,3,1,1,1
HSR25,5,5,6,8,cue22,correct,0.442841694,47.75,0.442854221,2.26999998,within,1,2,1,1,1
HSR25,5,6,8,13,cue21,correct,0.36557074,50.25,5.190295475,4.22199989,across,2,2,1,1,1
HSR25,5,7,13,7,cue12,tooLong,1.047410329,59.55,8.250403255,2.92000008,across,3,3,1,1,1
HSR25,5,8,7,10,cue19,correct,0.132632027,43.55,0.132517974,5.35999989,within,1,2,1,1,1
HSR25,5,9,10,15,cue9,tooLong,1.085434022,104.35,28.67864466,10.68000006,across,2,3,1,0,1
HSR25,5,10,15,4,cue16,correct,0.123942274,78.85,7.756768427,2.3499999,across,2,3,0,0,1
HSR25,6,1,4,1,cue3,correct,1.028389265,41.15,0.984144562,2.07200002,within,1,2,1,1,1
HSR25,6,2,1,11,cue15,correct,0.772503976,66.85,3.128104626,5.50200009,across,3,3,1,1,1
HSR25,6,3,11,5,cue18,correct,1.240954044,44.95,1.241706408,3.45899987,across,3,2,1,1,1
HSR25,6,4,5,3,cue17,correct,0.080368435,45.75,-0.080307866,10.0940001,within,1,2,1,1,1
HSR25,6,5,3,9,cue4,correct,0.951581999,67.65,-0.771804243,1.82500005,across,3,3,1,1,1
HSR25,6,6,9,2,cue13,correct,0.255119502,94.05,3.31352432,7.82000017,across,3,4,1,1,1
HSR25,6,7,2,12,cue10,correct,0.909652056,43.75,1.089480381,10.2900002,across,2,2,1,1,1
HSR25,6,8,12,14,cue11,correct,0.668217597,40.95,0.668139146,8.30200004,within,1,2,1,1,1
HSR25,6,9,14,6,cue2,tooLong,2.097466767,87.95,14.58215133,7.77000022,across,3,3,1,1,1
HSR25,6,10,6,8,cue22,correct,1.741344861,49.05,1.742854221,1.96200013,within,1,2,1,1,1
HSR28,5,1,10,7,cue17,correct,1.469127411,45.1,-1.438216744,0.99599981,within,1,2,1,1,1
HSR28,5,2,7,4,cue14,correct,0.276784133,30,3.984857721,3.06700015,across,2,2,1,1,1
HSR28,5,3,4,8,cue5,correct,0.770840043,51.1,2.651807019,19.59799982,across,2,3,1,1,1
HSR28,5,4,8,2,cue12,correct,0.992026754,67.6,-0.812684576,2.45700001,across,3,3,1,1,1
HSR28,5,5,2,5,cue2,tooLong,2.452380481,58.7,15.34209633,0.82899999,within,1,2,1,0,1
HSR28,5,6,5,12,cue3,correct,0.346983814,54.1,3.543782271,2.09599996,across,2,3,1,1,1
HSR28,5,7,12,15,cue16,correct,0.2726029,49.25,-0.272554529,1.42900014,within,1,2,1,1,1
HSR28,5,8,15,1,cue18,incorrect,17.77890414,77.9,-15.58223424,1.30800009,across,3,4,1,1,0
HSR28,5,9,1,4,cue14,correct,0.653602228,47.2,0.65364058,4.14299989,within,1,2,1,1,1
HSR28,5,10,4,2,cue12,correct,0.75853173,48.1,-0.758831155,5.57599997,within,1,2,1,1,1
HSR28,6,1,2,8,cue5,correct,1.5211663,67.1,-1.312684576,2.71799994,across,3,3,1,1,1
HSR28,6,2,8,10,cue20,correct,1.357762173,41.75,-1.357734397,5.70600009,within,1,2,1,1,1
HSR28,6,3,10,13,cue22,correct,1.559936769,75.2,-0.484081876,3.14499998,across,3,3,1,1,1
HSR28,6,4,13,11,cue19,correct,0.236723397,42.8,-0.236780698,2.2019999,within,1,2,1,1,1
HSR28,6,5,11,5,cue2,correct,0.580112258,41.4,-0.580146912,1.02099991,across,3,2,1,1,1
HSR28,6,6,5,3,cue11,correct,1.641542503,44.4,-1.64346086,4.36500001,within,1,2,1,1,1
HSR28,6,7,3,7,cue17,correct,1.908726829,53.1,0.903570486,2.71300006,across,2,3,1,1,1
HSR28,6,8,7,12,cue3,correct,3.167408754,35.4,-0.496373827,2.73000002,across,2,2,1,1,1
HSR28,6,9,12,6,cue6,tooLong,1.167104206,61.6,9.682725477,9.31299996,across,2,3,1,1,1
HSR28,6,10,6,14,cue13,correct,1.291202801,69.5,-0.214451257,3.24300003,across,3,3,1,1,1
HSR29,5,1,11,5,cue11,tooLong,1.672537049,51.9,8.02522565,0.871000051,across,3,2,1,1,1
HSR29,5,2,5,15,cue19,tooLong,1.012259126,89.85,24.93379612,2.22300005,across,3,3,0,0,1
HSR29,5,3,15,12,cue14,correct,3.678532724,40.05,-3.679487315,1.18599987,within,1,2,1,1,1
HSR29,5,4,12,7,cue12,tooLong,1.28459581,50.45,21.25619477,0.635999918,across,2,2,1,1,1
HSR29,5,5,7,3,cue3,correct,0.341591313,57.45,3.47885792,2.838999987,across,3,3,1,1,1
HSR29,5,6,3,9,cue22,correct,2.430684445,70.95,2.611613407,1.365999937,across,3,3,1,1,1
HSR29,5,7,9,6,cue8,correct,0.738883389,47.3,0.73926577,1.565999985,within,1,2,1,1,1
HSR29,5,8,6,8,cue17,correct,0.841376272,48.15,0.841760986,2.230000019,within,1,2,1,1,1
HSR29,5,9,8,13,cue7,correct,0.119912984,46.45,0.11984834,0.440000057,across,2,2,1,1,1
HSR29,5,10,13,10,cue16,correct,1.092070139,76.35,6.724008015,0.420000076,across,3,3,1,1,1
HSR29,6,1,10,13,cue7,correct,0.372673671,69.95,1.298308015,0.697000027,across,3,3,1,1,1
HSR29,6,2,13,6,cue8,tooLong,0.873069476,64.15,16.58888503,0.51699996,across,3,2,1,1,1
HSR29,6,3,6,8,cue17,correct,0.741540168,48.05,0.741760986,0.820000172,within,1,2,1,1,1
HSR29,6,4,8,2,cue4,correct,1.929726838,66.65,-1.750785192,0.55099988,across,3,3,1,1,1
HSR29,6,5,2,4,cue10,correct,0.571624441,45.95,3.771697276,0.353999853,within,1,2,1,1,1
HSR29,6,6,4,7,cue12,incorrect,24.82315601,81.45,49.4495544,0.766000032,across,2,2,0,0,0
HSR29,6,7,7,3,cue3,tooLong,0.578368699,67.75,13.77885792,0.389999866,across,3,3,1,0,1
HSR29,6,8,3,5,cue11,correct,1.66048077,46.85,1.662582496,0.690000057,within,1,2,1,1,1
HSR29,6,9,5,12,cue14,correct,1.225542419,52.75,2.218319343,0.559999943,across,2,3,1,1,1
HSR29,6,10,12,15,cue19,correct,0.320498126,44.05,0.320512685,1.060000181,within,1,2,1,1,1
HSR31,5,1,14,12,cue2,correct,0.528791739,48.8,-0.435409091,1.892,within,1,2,1,1,1
HSR31,5,2,12,15,cue15,correct,0.639723398,42.9,0.639682264,4.221,within,1,2,1,1,1
HSR31,5,3,15,1,cue17,tooLong,2.052949318,110.45,16.03060935,1.276,across,3,4,1,1,1
HSR31,5,4,1,11,cue7,correct,3.514945636,72.75,4.44862898,3.551,across,3,3,1,1,1
HSR31,5,5,11,10,cue13,incorrect,65.30478176,101.6,49.31005942,1.717,across,2,2,0,0,0
HSR31,5,6,10,8,cue4,incorrect,4.873731377,45,-4.912005393,1.452,within,1,2,1,1,1
HSR31,5,7,8,2,cue11,incorrect,4.302170869,126.7,63.01702275,1.53,across,3,3,0,0,1
HSR31,5,8,2,5,cue3,incorrect,39.33810573,86.5,43.06680189,1.703,within,1,2,1,0,0
HSR31,5,9,5,3,cue10,correct,3.928734711,50.5,2.621894925,1.186,within,1,2,1,1,1
HSR31,5,10,3,7,cue18,incorrect,31.66182076,0,-49.35229655,23.103,across,2,3,0,0,0
HSR31,6,1,7,4,cue14,correct,0.784371126,29.3,4.35808922,1.724,across,2,2,1,1,1
HSR31,6,2,4,11,cue7,tooLong,2.925283228,59.4,11.49208802,3.06,across,2,3,1,1,1
HSR31,6,3,11,5,cue3,incorrect,4.651492011,78.5,33.04160037,7.27,across,3,2,0,0,1
HSR31,6,4,5,3,cue10,correct,1.127295506,46.75,-1.128105075,2.292,within,1,2,1,1,1
HSR31,6,5,3,9,cue22,incorrect,55.69181709,37.3,-33.13912249,1.673,across,3,3,0,0,0
HSR31,6,6,9,2,cue11,correct,3.111910341,96.6,5.393278632,7.838,across,3,4,1,1,1
HSR31,6,7,2,8,cue4,incorrect,38.92781952,89.4,25.71702275,24.155,across,3,3,0,0,0
HSR31,6,8,8,6,cue8,incorrect,37.82976273,103.1,60.93768468,5.287,within,1,2,0,0,0
HSR31,6,9,6,14,cue21,incorrect,18.84193291,70.3,-2.191927603,2.488,across,3,3,0,0,0
HSR31,6,10,14,12,cue2,tooLong,0.993512534,61.85,12.61459091,1.644,within,1,2,1,0,1
HSR32,5,1,9,4,cue13,tooLong,1.83524333,79,9.252976897,2.656,across,2,3,1,0,1
HSR32,5,2,4,1,cue2,correct,0.600129547,45.3,0.600151255,1.295,within,1,2,1,1,1
HSR32,5,3,1,7,cue6,correct,3.419676321,40.9,-2.499547236,0.867,across,2,2,1,1,1
HSR32,5,4,7,10,cue5,correct,1.21119849,48.2,-1.211617568,7.786,within,1,2,1,1,1
HSR32,5,5,10,14,cue10,tooLong,0.78385502,114.9,20.20066106,0.429,across,3,4,1,0,1
HSR32,5,6,14,11,cue22,correct,0.208531899,42.2,0.208528229,0.804,within,1,2,1,1,1
HSR32,5,7,11,13,cue14,correct,0.913485859,47.2,-0.913457929,2.648,within,1,2,1,1,1
HSR32,5,8,13,15,cue18,correct,2.747201365,42.6,-2.748599394,4.282,within,1,2,1,1,1
HSR32,5,9,15,5,cue12,correct,1.172885304,66.2,-1.081140067,0.655,across,3,3,1,1,1
HSR32,5,10,5,12,cue21,tooLong,0.912536045,69,15.89274364,1.438,across,2,3,1,1,1
HSR32,6,1,12,6,cue8,correct,2.539796232,53.2,2.550202402,1.007,across,2,3,1,1,1
HSR32,6,2,6,14,cue10,incorrect,18.87319912,76.9,8.617961748,1.064,across,3,3,0,0,0
HSR32,6,3,14,12,cue21,correct,0.38975001,45.8,0.389820505,0.986,within,1,2,1,1,1
HSR32,6,4,12,4,cue13,correct,0.300528476,33.4,5.045368412,1.26,across,2,2,1,1,1
HSR32,6,5,4,7,cue6,correct,2.881139805,33.5,0.349254452,1.229,across,2,2,1,1,1
HSR32,6,6,7,9,cue3,incorrect,23.81160174,22.8,-22.04732209,4.172,within,1,2,0,0,0
HSR32,6,7,9,13,cue14,correct,0.66304402,70.1,-0.662989413,2.237,across,2,3,1,1,1
HSR32,6,8,13,15,cue18,correct,2.94667177,42.4,-2.948599394,3.314,within,1,2,1,1,1
HSR32,6,9,15,1,cue2,tooLong,1.483616094,111.3,24.08153172,2.264,across,3,4,1,0,1
HSR32,6,10,1,11,cue22,correct,2.197705209,66.4,-1.280739301,1.154,across,3,3,1,1,1
HSR33,5,1,15,5,cue2,correct,3.722292383,68.2,-1.651837565,0.71,across,3,3,1,1,1
HSR33,5,2,5,9,cue12,tooLong,1.096411179,168.1,112.7007823,1.842,across,2,2,0,0,1
HSR33,5,3,9,3,cue22,tooLong,0.316456856,124.7,54.42612932,3.261,across,3,3,0,0,1
HSR33,5,4,3,10,cue4,tooLong,1.341800857,138.9,65.72731344,2.52,across,2,3,0,0,1
HSR33,5,5,10,7,cue18,correct,3.974461185,42.9,-3.97558087,1.597,within,1,2,1,1,1
HSR33,5,6,7,13,cue7,tooLong,0.502400223,61.6,10.76152982,1.601,across,3,3,1,1,1
HSR33,5,7,13,6,cue8,incorrect,45.1760722,44.5,-5.910683366,2.27,across,3,2,0,0,0
HSR33,5,8,6,8,cue14,correct,2.210463468,46.3,2.214168234,3.71,within,1,2,1,1,1
HSR33,5,9,8,2,cue9,incorrect,36.01604939,16.4,-48.48482076,2.299,across,3,3,0,0,0
HSR33,5,10,2,11,cue17,incorrect,53.38240278,21.1,-44.75648424,5.35,across,2,3,0,0,0
HSR33,6,1,11,14,cue19,correct,0.354354092,44.9,-0.188633401,4.41,within,1,2,1,1,1
HSR33,6,2,14,12,cue11,correct,0.751784363,47.1,0.751873238,0.85,within,1,2,1,1,1
HSR33,6,3,12,14,cue19,correct,0.848188794,45.5,-0.848126762,1.273,within,1,2,1,1,1
HSR33,6,4,14,6,cue8,incorrect,45.0437257,69.3,-6.043819386,9.27,across,3,3,0,0,0
HSR33,6,5,6,8,cue14,tooLong,1.395108899,170.5,126.4141682,1.88,within,1,2,0,0,1
HSR33,6,6,8,3,cue22,correct,0.970099821,42.1,-0.790724262,4.294,across,3,2,1,1,1
HSR33,6,7,3,1,cue20,correct,0.327618525,43.5,-0.327803584,0.57,within,1,2,1,1,1
HSR33,6,8,1,11,cue17,incorrect,28.53344091,47.2,-19.29403371,0.765,across,3,3,0,0,0
HSR33,6,9,11,4,cue10,incorrect,35.6655826,66.6,16.53550718,2.544,across,2,3,0,0,0
HSR33,6,10,4,2,cue9,incorrect,18.95856601,24.2,-22.56983098,2.76,within,1,2,1,1,0